id_gestion;id_documento;fecha_gestion;tipo_gestion;resultado;ejecutivo_cobranza
GES-000167;DOC-2024-01642;2025-02-14;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000957;DOC-2024-01430;2025-02-15;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000364;DOC-2025-03571;2025-02-16;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000458;DOC-2024-00108;2025-02-17;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000539;DOC-2024-00910;2025-02-17;PREJUDICIAL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000623;DOC-2025-03286;2025-02-17;LLAMADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000649;DOC-2024-01532;2025-02-17;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000673;DOC-2024-01690;2025-02-17;EMAIL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000793;DOC-2025-02978;2025-02-17;EMAIL;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000603;DOC-2024-00115;2025-02-18;PREJUDICIAL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000969;DOC-2024-00459;2025-02-19;CARTA_CERTIFICADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000739;DOC-2024-01818;2025-02-21;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-001021;DOC-2024-00873;2025-02-21;CARTA_CERTIFICADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000625;DOC-2024-01675;2025-02-22;LLAMADA;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000406;DOC-2024-00602;2025-02-23;EMAIL;DISPUTA;Hector Manriquez Salas
GES-000412;DOC-2024-01291;2025-02-23;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000452;DOC-2025-03132;2025-02-23;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000975;DOC-2024-01196;2025-02-23;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000548;DOC-2024-00455;2025-02-24;CARTA_CERTIFICADA;DISPUTA;Cristian Bravo Aguilera
GES-000818;DOC-2025-03261;2025-02-25;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000873;DOC-2024-01943;2025-02-25;LLAMADA;DISPUTA;Paula Zambrano Leiva
GES-000247;DOC-2024-00292;2025-02-26;PREJUDICIAL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000297;DOC-2024-01375;2025-02-27;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000570;DOC-2024-01449;2025-02-27;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000719;DOC-2024-00109;2025-02-27;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000804;DOC-2024-01390;2025-02-27;CARTA_CERTIFICADA;DISPUTA;Hector Manriquez Salas
GES-000989;DOC-2024-01677;2025-02-27;VISITA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000461;DOC-2024-00751;2025-03-02;CARTA_CERTIFICADA;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000377;DOC-2024-00935;2025-03-03;EMAIL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000288;DOC-2024-00211;2025-03-05;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000519;DOC-2024-00711;2025-03-05;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000978;DOC-2024-00190;2025-03-05;EMAIL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000881;DOC-2024-01041;2025-03-06;DEMANDA_JUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000171;DOC-2024-01120;2025-03-07;CARTA_CERTIFICADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000228;DOC-2025-02878;2025-03-07;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000694;DOC-2024-00616;2025-03-08;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000476;DOC-2024-00584;2025-03-10;VISITA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000633;DOC-2024-00013;2025-03-10;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-001006;DOC-2024-01520;2025-03-11;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000340;DOC-2024-00064;2025-03-13;LLAMADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000666;DOC-2024-01684;2025-03-14;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000413;DOC-2024-01291;2025-03-17;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000456;DOC-2024-01483;2025-03-17;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000248;DOC-2024-00292;2025-03-18;PREJUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000769;DOC-2024-01127;2025-03-18;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000337;DOC-2025-02578;2025-03-19;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000882;DOC-2025-02991;2025-03-20;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000144;DOC-2024-00688;2025-03-21;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000284;DOC-2025-03214;2025-03-21;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Paula Zambrano Leiva
GES-000401;DOC-2025-02462;2025-03-21;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000843;DOC-2024-00157;2025-03-21;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000281;DOC-2024-00573;2025-03-22;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000553;DOC-2025-03712;2025-03-23;EMAIL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000408;DOC-2024-00227;2025-03-26;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000502;DOC-2025-02771;2025-03-26;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000608;DOC-2024-00279;2025-03-27;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000450;DOC-2024-00239;2025-03-29;CARTA_CERTIFICADA;DISPUTA;Ximena Toro Pacheco
GES-000919;DOC-2024-01912;2025-03-29;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000275;DOC-2024-00351;2025-03-30;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000936;DOC-2024-01130;2025-03-30;LLAMADA;DISPUTA;Cristian Bravo Aguilera
GES-000999;DOC-2024-01596;2025-03-30;DEMANDA_JUDICIAL;DISPUTA;Ximena Toro Pacheco
GES-000397;DOC-2024-01474;2025-03-31;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000637;DOC-2024-01312;2025-03-31;CARTA_CERTIFICADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000200;DOC-2025-03492;2025-04-01;EMAIL;DISPUTA;Paula Zambrano Leiva
GES-000259;DOC-2025-03042;2025-04-02;CARTA_CERTIFICADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000516;DOC-2025-02782;2025-04-02;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000702;DOC-2025-03083;2025-04-02;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000205;DOC-2025-03115;2025-04-03;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000418;DOC-2024-00929;2025-04-04;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000920;DOC-2024-00151;2025-04-04;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000976;DOC-2024-01196;2025-04-04;CARTA_CERTIFICADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000365;DOC-2025-03571;2025-04-06;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000915;DOC-2025-02617;2025-04-06;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000127;DOC-2025-03268;2025-04-07;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000380;DOC-2025-03769;2025-04-07;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000416;DOC-2024-00457;2025-04-07;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000990;DOC-2024-01677;2025-04-08;CARTA_CERTIFICADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000313;DOC-2025-02240;2025-04-11;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000510;DOC-2025-02414;2025-04-11;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000775;DOC-2025-03778;2025-04-11;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000750;DOC-2024-00156;2025-04-12;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000864;DOC-2025-02023;2025-04-12;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000939;DOC-2025-02636;2025-04-12;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000735;DOC-2025-03923;2025-04-13;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000874;DOC-2025-04044;2025-04-13;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000964;DOC-2024-00401;2025-04-14;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000333;DOC-2025-02874;2025-04-15;EMAIL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000732;DOC-2025-02989;2025-04-15;EMAIL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000350;DOC-2024-01743;2025-04-16;EMAIL;DISPUTA;Cristian Bravo Aguilera
GES-000583;DOC-2024-01259;2025-04-17;EMAIL;DISPUTA;Paula Zambrano Leiva
GES-000906;DOC-2024-00314;2025-04-17;VISITA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000805;DOC-2024-01390;2025-04-19;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000970;DOC-2024-00459;2025-04-19;PREJUDICIAL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000972;DOC-2025-02701;2025-04-19;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000604;DOC-2024-00115;2025-04-20;PREJUDICIAL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000896;DOC-2025-03378;2025-04-20;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000307;DOC-2024-00385;2025-04-21;VISITA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000826;DOC-2025-02187;2025-04-21;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000178;DOC-2025-02429;2025-04-22;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000492;DOC-2024-00842;2025-04-23;DEMANDA_JUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000979;DOC-2024-00190;2025-04-23;LLAMADA;DISPUTA;Cristian Bravo Aguilera
GES-000173;DOC-2025-03549;2025-04-24;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000710;DOC-2025-03882;2025-04-25;LLAMADA;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000822;DOC-2025-03358;2025-04-26;EMAIL;DISPUTA;Paula Zambrano Leiva
GES-000716;DOC-2025-03007;2025-04-27;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000689;DOC-2025-03624;2025-04-28;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000134;DOC-2024-01978;2025-04-29;DEMANDA_JUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000591;DOC-2024-00255;2025-04-29;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000249;DOC-2024-00292;2025-04-30;CARTA_CERTIFICADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000409;DOC-2024-00227;2025-04-30;LLAMADA;DISPUTA;Ximena Toro Pacheco
GES-000695;DOC-2024-00616;2025-04-30;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000914;DOC-2024-00107;2025-04-30;LLAMADA;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000237;DOC-2025-02039;2025-05-02;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-001007;DOC-2024-01520;2025-05-03;DEMANDA_JUDICIAL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000193;DOC-2025-04215;2025-05-04;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000520;DOC-2024-00711;2025-05-04;PREJUDICIAL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000770;DOC-2024-01127;2025-05-04;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000571;DOC-2024-01449;2025-05-05;PREJUDICIAL;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000721;DOC-2025-03240;2025-05-05;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000323;DOC-2024-00448;2025-05-06;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000371;DOC-2024-01114;2025-05-06;DEMANDA_JUDICIAL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000867;DOC-2025-03068;2025-05-06;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000381;DOC-2025-03769;2025-05-07;CARTA_CERTIFICADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000759;DOC-2025-02713;2025-05-07;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000871;DOC-2025-03536;2025-05-07;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000366;DOC-2025-03571;2025-05-08;PREJUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000676;DOC-2025-03978;2025-05-10;LLAMADA;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000778;DOC-2025-02939;2025-05-11;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000977;DOC-2024-01196;2025-05-11;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000950;DOC-2025-02936;2025-05-12;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000810;DOC-2025-02757;2025-05-13;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000266;DOC-2025-02575;2025-05-14;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000834;DOC-2024-01628;2025-05-14;PREJUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000481;DOC-2025-03806;2025-05-15;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000508;DOC-2025-03704;2025-05-16;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000764;DOC-2025-02854;2025-05-18;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-001027;DOC-2025-04093;2025-05-18;EMAIL;DISPUTA;Paula Zambrano Leiva
GES-000319;DOC-2025-04065;2025-05-19;LLAMADA;PAGO_PARCIAL;Hector Manriquez Salas
GES-000554;DOC-2025-03712;2025-05-19;EMAIL;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000515;DOC-2024-00063;2025-05-20;PREJUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000907;DOC-2024-00314;2025-05-20;PREJUDICIAL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000157;DOC-2025-02171;2025-05-21;EMAIL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000328;DOC-2025-04259;2025-05-21;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000351;DOC-2024-01743;2025-05-21;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000394;DOC-2025-02141;2025-05-21;EMAIL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000168;DOC-2024-01642;2025-05-22;CARTA_CERTIFICADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000229;DOC-2025-04080;2025-05-25;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000711;DOC-2025-03882;2025-05-25;CARTA_CERTIFICADA;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-001022;DOC-2024-00873;2025-05-25;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000378;DOC-2024-00935;2025-05-26;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000823;DOC-2025-03358;2025-05-26;CARTA_CERTIFICADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000172;DOC-2024-01120;2025-05-27;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000407;DOC-2024-00602;2025-05-28;EMAIL;PAGO_PARCIAL;Hector Manriquez Salas
GES-000225;DOC-2025-04040;2025-05-29;LLAMADA;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000334;DOC-2025-02874;2025-05-29;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000453;DOC-2025-03132;2025-05-29;CARTA_CERTIFICADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000459;DOC-2024-00108;2025-05-29;CARTA_CERTIFICADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000503;DOC-2025-02771;2025-05-29;EMAIL;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000656;DOC-2025-03277;2025-05-29;EMAIL;DISPUTA;Ximena Toro Pacheco
GES-000806;DOC-2024-01390;2025-05-29;PREJUDICIAL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000308;DOC-2024-00385;2025-05-30;CARTA_CERTIFICADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000398;DOC-2024-01474;2025-05-30;VISITA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000128;DOC-2025-03268;2025-05-31;EMAIL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000457;DOC-2024-01483;2025-05-31;DEMANDA_JUDICIAL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000383;DOC-2025-02254;2025-06-02;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000951;DOC-2025-02936;2025-06-04;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Nataly Poblete Ruiz
GES-000743;DOC-2025-02241;2025-06-05;LLAMADA;COMPROMISO_PAGO;Paula Zambrano Leiva
GES-000779;DOC-2025-02939;2025-06-05;CARTA_CERTIFICADA;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000794;DOC-2025-02978;2025-06-05;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000540;DOC-2024-00910;2025-06-06;EMAIL;DISPUTA;Hector Manriquez Salas
GES-000584;DOC-2024-01259;2025-06-06;VISITA;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000145;DOC-2024-00688;2025-06-07;CARTA_CERTIFICADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000650;DOC-2024-01532;2025-06-07;PREJUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000311;DOC-2025-02780;2025-06-08;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000477;DOC-2024-00584;2025-06-08;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000592;DOC-2024-00255;2025-06-08;LLAMADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000940;DOC-2025-02636;2025-06-08;LLAMADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000199;DOC-2025-02794;2025-06-09;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000499;DOC-2025-04230;2025-06-09;EMAIL;SIN_RESPUESTA;Nataly Poblete Ruiz
GES-000696;DOC-2024-00616;2025-06-09;PREJUDICIAL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000606;DOC-2025-02390;2025-06-10;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000232;DOC-2025-03101;2025-06-11;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000395;DOC-2025-02141;2025-06-11;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000414;DOC-2024-01291;2025-06-11;PREJUDICIAL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000754;DOC-2025-03931;2025-06-11;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000174;DOC-2025-03549;2025-06-12;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000521;DOC-2024-00711;2025-06-12;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000549;DOC-2024-00455;2025-06-12;DEMANDA_JUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000260;DOC-2025-03042;2025-06-13;PREJUDICIAL;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000542;DOC-2025-02595;2025-06-13;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-001030;DOC-2025-02762;2025-06-13;LLAMADA;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000645;DOC-2025-02654;2025-06-14;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000402;DOC-2025-02462;2025-06-15;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000268;DOC-2025-03306;2025-06-17;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000916;DOC-2025-02617;2025-06-17;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000194;DOC-2025-04215;2025-06-18;EMAIL;DISPUTA;Cristian Bravo Aguilera
GES-000224;DOC-2025-03755;2025-06-18;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000572;DOC-2024-01449;2025-06-18;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000267;DOC-2025-02575;2025-06-19;EMAIL;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000314;DOC-2025-02240;2025-06-19;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000430;DOC-2025-03633;2025-06-19;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000462;DOC-2024-00751;2025-06-19;PREJUDICIAL;DISPUTA;Paula Zambrano Leiva
GES-000359;DOC-2025-02604;2025-06-20;LLAMADA;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000733;DOC-2025-02989;2025-06-20;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000807;DOC-2024-01390;2025-06-20;DEMANDA_JUDICIAL;INCOBRABLE_DECLARADO;Hector Manriquez Salas
GES-000201;DOC-2025-03492;2025-06-21;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Paula Zambrano Leiva
GES-000682;DOC-2025-03052;2025-06-21;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000771;DOC-2024-01127;2025-06-21;PREJUDICIAL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000921;DOC-2024-00151;2025-06-23;EMAIL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000129;DOC-2025-03268;2025-06-25;PREJUDICIAL;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000250;DOC-2025-04032;2025-06-25;LLAMADA;PAGO_PARCIAL;Paula Zambrano Leiva
GES-000638;DOC-2024-01312;2025-06-26;PREJUDICIAL;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000309;DOC-2025-02024;2025-06-27;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000541;DOC-2024-00910;2025-06-27;PREJUDICIAL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000324;DOC-2024-00448;2025-06-28;DEMANDA_JUDICIAL;DISPUTA;Ximena Toro Pacheco
GES-000478;DOC-2024-00584;2025-06-28;PREJUDICIAL;DISPUTA;Cristian Bravo Aguilera
GES-000707;DOC-2025-02643;2025-06-28;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000908;DOC-2024-00314;2025-06-28;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000509;DOC-2025-03704;2025-06-29;CARTA_CERTIFICADA;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000392;DOC-2025-02867;2025-06-30;EMAIL;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000593;DOC-2024-00255;2025-06-30;VISITA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000341;DOC-2024-00064;2025-07-01;VISITA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000870;DOC-2025-03097;2025-07-01;LLAMADA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000384;DOC-2025-02254;2025-07-02;CARTA_CERTIFICADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000883;DOC-2025-02991;2025-07-02;CARTA_CERTIFICADA;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000427;DOC-2025-02953;2025-07-04;EMAIL;SIN_RESPUESTA;Hector Manriquez Salas
GES-000330;DOC-2025-03845;2025-07-05;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000566;DOC-2025-02029;2025-07-05;LLAMADA;SIN_RESPUESTA;Hector Manriquez Salas
GES-000937;DOC-2024-01130;2025-07-05;PREJUDICIAL;PAGO_PARCIAL;Cristian Bravo Aguilera
GES-000238;DOC-2025-02039;2025-07-06;LLAMADA;SIN_RESPUESTA;Cristian Bravo Aguilera
GES-000550;DOC-2025-03205;2025-07-07;EMAIL;PAGO_PARCIAL;Nataly Poblete Ruiz
GES-000175;DOC-2025-03549;2025-07-08;PREJUDICIAL;COMPROMISO_PAGO;Ximena Toro Pacheco
GES-000195;DOC-2025-04215;2025-07-08;CARTA_CERTIFICADA;DISPUTA;Cristian Bravo Aguilera
GES-000680;DOC-2025-02387;2025-07-08;EMAIL;SIN_RESPUESTA;Ximena Toro Pacheco
GES-000726;DOC-2025-03434;2025-07-08;LLAMADA;COMPROMISO_PAGO;Cristian Bravo Aguilera
GES-000751;DOC-2024-00156;2025-07-09;VISITA;COMPROMISO_PAGO;Nataly Poblete Ruiz
GES-000755;DOC-2025-03931;2025-07-09;CARTA_CERTIFICADA;INCOBRABLE_DECLARADO;Cristian Bravo Aguilera
GES-000953;DOC-2025-04357;2025-07-10;LLAMADA;DISPUTA;Hector Manriquez Salas
GES-000301;DOC-2025-03895;2025-07-11;LLAMADA;INCOBRABLE_DECLARADO;Ximena Toro Pacheco
GES-000439;DOC-2025-02491;2025-07-11;LLAMADA;PAGO_PARCIAL;Ximena Toro Pacheco
GES-000609;DOC-2024-00279;2025-07-11;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000900;DOC-2025-03271;2025-07-11;EMAIL;COMPROMISO_PAGO;Hector Manriquez Salas
GES-000965;DOC-2025-02605;2025-07-11;LLAMADA;SIN_RESPUESTA;Paula Zambrano Leiva
GES-000847;DOC-2025-03849;2025-07-12;EMAIL;INCOBRABLE_DECLARADO;Nataly Poblete Ruiz
